,date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
1774,10/31/15,36064,3278,288,1.88,4047.19,ad_group_34
1775,11/1/15,37174,2907,258,1.61,2101.29,ad_group_34
1776,11/2/15,35625,2944,253,1.7,3226.19,ad_group_34
1777,11/3/15,34905,3494,258,2.05,6201.08,ad_group_34
1778,11/4/15,34967,2889,235,1.7,4390.07,ad_group_34
1779,11/5/15,34151,3198,266,1.92,5673.93,ad_group_34
1780,11/6/15,36004,3311,221,1.89,3569.62,ad_group_34
1781,11/7/15,34242,3152,259,1.9,4292.27,ad_group_34
1782,11/8/15,37736,3152,289,1.72,3456.7,ad_group_34
1783,11/9/15,34827,2711,289,1.61,3298.47,ad_group_34
1784,11/10/15,35644,2955,234,1.7,3033.79,ad_group_34
1785,11/11/15,35163,3106,302,1.81,4844.86,ad_group_34
1786,11/12/15,36907,3194,282,1.77,5799.54,ad_group_34
1787,11/13/15,35322,3050,252,1.77,4780.26,ad_group_34
1788,11/14/15,38900,2782,272,1.47,1609.34,ad_group_34
1789,11/15/15,37804,3064,284,1.68,3834.04,ad_group_34
1790,11/16/15,38160,3485,298,1.88,5048.79,ad_group_34
1791,11/17/15,35288,2938,274,1.72,5331.65,ad_group_34
1792,11/18/15,36339,3371,248,1.91,4743.83,ad_group_34
1793,11/19/15,36280,2812,320,1.6,5184.79,ad_group_34
1794,11/20/15,34609,2708,226,1.61,1931.91,ad_group_34
1795,11/21/15,36820,2729,265,1.53,4992.75,ad_group_34
1796,11/22/15,37536,3448,276,1.88,4572.3,ad_group_34
1797,10/1/15,63601,1020,1,0.39,17.31,ad_group_35
1798,10/2/15,59931,846,2,0.35,25.18,ad_group_35
1799,10/3/15,58528,781,1,0.33,27.8,ad_group_35
1800,10/4/15,59674,920,1,0.39,9.7,ad_group_35
1801,10/5/15,59311,878,1,0.38,18.83,ad_group_35
1802,10/6/15,59835,803,2,0.34,14.42,ad_group_35
1803,10/7/15,61638,884,2,0.36,28.26,ad_group_35
1804,10/8/15,62909,921,2,0.36,23.64,ad_group_35
1805,10/9/15,58437,976,2,0.39,48.94,ad_group_35
1806,10/10/15,59795,814,2,0.34,28.26,ad_group_35
1807,10/11/15,59090,926,2,0.38,27.47,ad_group_35
1808,10/12/15,62199,805,2,0.32,18.53,ad_group_35
1809,10/13/15,60102,1079,2,0.43,26.29,ad_group_35
1810,10/14/15,57357,922,1,0.4,11.9,ad_group_35
1811,10/15/15,61420,900,2,0.36,26.89,ad_group_35
1812,10/16/15,62640,1014,2,0.39,18.02,ad_group_35
1813,10/17/15,55010,687,2,0.32,18.73,ad_group_35
1814,10/18/15,64706,921,2,0.35,34.16,ad_group_35
1815,10/19/15,57689,788,1,0.34,3.56,ad_group_35
1816,10/20/15,63039,880,2,0.35,20.19,ad_group_35
1817,10/21/15,59734,1011,2,0.4,22.42,ad_group_35
1818,10/22/15,58113,694,2,0.3,28.63,ad_group_35
1819,10/23/15,61645,702,2,0.3,37.56,ad_group_35
1820,10/24/15,58787,786,1,0.34,13.54,ad_group_35
1821,10/25/15,62923,922,1,0.38,15.99,ad_group_35
1822,10/26/15,57421,812,1,0.35,10.11,ad_group_35
1823,10/27/15,63679,1012,2,0.39,28.62,ad_group_35
1824,10/28/15,56549,769,2,0.35,36.55,ad_group_35
1825,10/29/15,59141,882,1,0.36,10.11,ad_group_35
1826,10/30/15,58383,800,1,0.34,19.23,ad_group_35
1827,10/31/15,60570,755,2,0.32,33.9,ad_group_35
1828,11/1/15,63091,823,2,0.32,42.54,ad_group_35
1829,11/2/15,59404,811,2,0.33,24.46,ad_group_35
1830,11/3/15,58392,984,2,0.39,21.77,ad_group_35
1831,11/4/15,60929,848,2,0.35,33.37,ad_group_35
1832,11/5/15,62902,825,2,0.34,46.87,ad_group_35
1833,11/6/15,60141,855,2,0.35,34.48,ad_group_35
1834,11/7/15,63694,778,2,0.32,19.94,ad_group_35
1835,11/8/15,57895,860,2,0.36,33.42,ad_group_35
1836,11/9/15,59645,957,2,0.39,27.69,ad_group_35
1837,11/10/15,60487,984,1,0.39,18.53,ad_group_35
1838,11/11/15,59620,625,1,0.29,17.91,ad_group_35
1839,11/12/15,64896,860,2,0.34,29.78,ad_group_35
1840,11/13/15,59621,849,1,0.35,11.97,ad_group_35
1841,11/14/15,61781,877,2,0.35,37.87,ad_group_35
1842,11/15/15,60001,818,2,0.34,30.88,ad_group_35
1843,11/16/15,64149,1208,2,0.45,17.24,ad_group_35
1844,11/17/15,53628,748,2,0.36,16.05,ad_group_35
1845,11/18/15,61738,863,2,0.35,36.84,ad_group_35
1846,11/19/15,59720,932,2,0.37,38.29,ad_group_35
1847,11/20/15,60063,693,2,0.3,27.41,ad_group_35
1848,11/21/15,61625,724,2,0.31,27.73,ad_group_35
1849,11/22/15,58802,777,2,0.34,8.0,ad_group_35
1850,10/1/15,54745,409,17,0.8,156.6,ad_group_36
1851,10/2/15,59080,591,25,0.79,302.68,ad_group_36
1852,10/3/15,56011,320,18,0.68,249.21,ad_group_36
1853,10/4/15,59505,529,24,0.82,335.49,ad_group_36
1854,10/5/15,61201,486,23,0.79,317.38,ad_group_36
1855,10/6/15,57387,446,20,0.82,337.47,ad_group_36
1856,10/7/15,57339,484,22,0.85,270.1,ad_group_36
1857,10/8/15,64050,491,21,0.66,446.93,ad_group_36
1858,10/9/15,66181,570,22,0.8,432.52,ad_group_36
1859,10/10/15,64553,476,26,0.68,424.09,ad_group_36
1860,10/11/15,65934,485,27,0.77,423.91,ad_group_36
1861,10/12/15,67785,689,22,0.83,146.75,ad_group_36
1862,10/13/15,65273,493,24,0.67,553.19,ad_group_36
1863,10/14/15,65252,565,27,0.71,276.39,ad_group_36
1864,10/15/15,66720,546,27,0.76,446.78,ad_group_36
1865,10/16/15,69863,607,29,0.65,350.74,ad_group_36
1866,10/17/15,66782,634,28,0.84,472.0,ad_group_36
1867,10/18/15,68301,624,28,0.87,649.71,ad_group_36
1868,10/19/15,69072,542,23,0.8,251.91,ad_group_36
1869,10/20/15,68280,605,28,0.64,414.09,ad_group_36
1870,10/21/15,68694,549,26,0.79,400.41,ad_group_36
1871,10/22/15,67973,541,21,0.65,347.61,ad_group_36
1872,10/23/15,69831,560,27,0.77,669.89,ad_group_36
1873,10/24/15,69882,554,26,0.74,297.52,ad_group_36
1874,10/25/15,62567,498,26,0.81,494.43,ad_group_36
1875,10/26/15,72679,606,26,0.83,369.78,ad_group_36
1876,10/27/15,68910,603,26,0.73,150.27,ad_group_36
1877,10/28/15,67346,564,23,0.78,436.59,ad_group_36
1878,10/29/15,67578,567,25,0.8,417.22,ad_group_36
1879,10/30/15,69110,527,27,0.79,522.57,ad_group_36
1880,10/31/15,68739,582,32,0.71,682.24,ad_group_36
1881,11/1/15,65731,593,28,0.81,373.27,ad_group_36
1882,11/2/15,72368,603,27,0.69,279.89,ad_group_36
1883,11/3/15,68519,601,24,0.81,420.34,ad_group_36
1884,11/4/15,68881,509,26,0.73,476.55,ad_group_36
1885,11/5/15,67998,598,21,0.71,254.21,ad_group_36
1886,11/6/15,67883,628,25,0.79,209.49,ad_group_36
1887,11/7/15,71005,563,32,0.7,350.85,ad_group_36
1888,11/8/15,71452,486,26,0.75,168.51,ad_group_36
1889,11/9/15,68244,734,27,0.7,462.95,ad_group_36
1890,11/10/15,70134,572,31,0.68,359.24,ad_group_36
1891,11/11/15,65139,535,27,0.8,281.63,ad_group_36
1892,11/12/15,67326,578,26,0.72,393.26,ad_group_36
1893,11/13/15,69393,550,26,0.8,367.5,ad_group_36
1894,11/14/15,71294,640,29,0.82,425.79,ad_group_36
1895,11/15/15,73416,582,30,0.72,355.15,ad_group_36
1896,11/16/15,68478,633,25,0.77,346.9,ad_group_36
1897,11/17/15,71335,553,26,0.64,564.51,ad_group_36
1898,11/18/15,65058,465,21,0.75,436.57,ad_group_36
1899,11/19/15,72150,534,27,0.72,441.71,ad_group_36
1900,11/20/15,68167,532,27,0.72,294.41,ad_group_36
1901,11/21/15,71260,617,31,0.66,555.72,ad_group_36
1902,11/22/15,70553,565,26,0.65,233.35,ad_group_36
1903,10/1/15,64526,4803,257,1.8,4186.65,ad_group_37
1904,10/2/15,68744,5814,331,1.93,7923.28,ad_group_37
1905,10/3/15,66879,5624,249,2.01,3576.35,ad_group_37
1906,10/4/15,71882,4894,344,1.63,2434.52,ad_group_37
1907,10/5/15,69156,5924,335,1.99,4491.22,ad_group_37
1908,10/6/15,70573,5091,295,1.69,4204.71,ad_group_37
1909,10/7/15,71486,5555,274,1.88,2153.77,ad_group_37
1910,10/8/15,72862,5657,329,1.89,5635.35,ad_group_37
1911,10/9/15,69137,4886,295,1.68,4034.7,ad_group_37
1912,10/10/15,70872,5801,277,1.92,4922.23,ad_group_37
1913,10/11/15,73707,6056,318,1.93,2544.66,ad_group_37
1914,10/12/15,68855,5642,298,1.94,5797.78,ad_group_37
1915,10/13/15,72358,6684,288,2.11,4526.68,ad_group_37
1916,10/14/15,75078,5724,351,1.85,5268.41,ad_group_37
1917,10/15/15,73083,5718,287,1.9,3222.2,ad_group_37
1918,10/16/15,68899,4923,332,1.72,3875.24,ad_group_37
1919,10/17/15,69092,5689,243,1.92,2960.29,ad_group_37
1920,10/18/15,73733,6027,292,1.92,6456.2,ad_group_37
1921,10/19/15,74304,6080,371,1.91,7715.9,ad_group_37
1922,10/20/15,76692,6513,334,1.99,1796.81,ad_group_37
1923,10/21/15,76107,5539,361,1.76,6055.27,ad_group_37
1924,10/22/15,79483,6816,379,2.0,7247.7,ad_group_37
1925,10/23/15,77339,6041,334,1.84,4260.61,ad_group_37
1926,10/24/15,76102,5868,302,1.79,4372.39,ad_group_37
1927,10/25/15,76346,6234,303,1.9,3255.83,ad_group_37
1928,10/26/15,72719,4288,319,1.41,6927.18,ad_group_37
1929,10/27/15,75101,6016,302,1.86,5522.12,ad_group_37
1930,10/28/15,73597,5712,353,1.89,5553.58,ad_group_37
1931,10/29/15,73481,5202,318,1.71,5153.13,ad_group_37
1932,10/30/15,72531,5314,318,1.72,4548.71,ad_group_37
1933,10/31/15,73635,6367,270,2.03,4242.93,ad_group_37
1934,11/1/15,70904,6569,272,2.12,3390.52,ad_group_37
1935,11/2/15,73481,5558,284,1.84,3630.9,ad_group_37
1936,11/3/15,73645,6050,300,1.94,4487.43,ad_group_37
1937,11/4/15,74771,6361,318,1.99,5853.05,ad_group_37
1938,11/5/15,76168,7242,288,2.18,5602.27,ad_group_37
1939,11/6/15,73271,5005,343,1.61,6951.96,ad_group_37
1940,11/7/15,70562,5776,295,1.92,3593.93,ad_group_37
1941,11/8/15,73197,6478,343,2.08,5829.2,ad_group_37
1942,11/9/15,74510,6348,260,1.97,4436.13,ad_group_37
1943,11/10/15,73847,5272,333,1.68,5503.95,ad_group_37
1944,11/11/15,70479,6315,327,2.06,4020.4,ad_group_37
1945,11/12/15,69460,5542,310,1.89,4285.16,ad_group_37
1946,11/13/15,72323,6129,322,1.99,4121.41,ad_group_37
1947,11/14/15,71376,6351,320,2.06,4794.49,ad_group_37
1948,11/15/15,68617,6552,327,2.2,6414.74,ad_group_37
1949,11/16/15,74848,4927,291,1.54,5525.63,ad_group_37
1950,11/17/15,71313,5734,321,1.94,4946.35,ad_group_37
1951,11/18/15,71617,6668,324,2.15,2120.61,ad_group_37
1952,11/19/15,71088,6219,294,2.02,2503.99,ad_group_37
1953,11/20/15,74720,6184,341,1.93,6445.96,ad_group_37
1954,11/21/15,77180,6104,348,1.84,5411.25,ad_group_37
1955,11/22/15,75605,6969,336,2.16,6691.6,ad_group_37
1956,10/1/15,171855,10977,78,1.42,1806.32,ad_group_38
1957,10/2/15,158942,10794,73,1.48,1511.73,ad_group_38
1958,10/3/15,174593,10339,84,1.31,1324.19,ad_group_38
1959,10/4/15,163974,10892,82,1.45,1398.62,ad_group_38
1960,10/5/15,171412,10580,80,1.37,1363.95,ad_group_38
1961,10/6/15,169761,8780,74,1.17,1139.77,ad_group_38
1962,10/7/15,185302,12662,66,1.52,1180.93,ad_group_38
1963,10/8/15,171079,11290,73,1.47,971.2,ad_group_38
1964,10/9/15,171025,11222,73,1.48,1199.88,ad_group_38
1965,10/10/15,176514,10171,79,1.32,734.87,ad_group_38
1966,10/11/15,177515,10890,70,1.36,1233.94,ad_group_38
1967,10/12/15,177820,11201,81,1.39,826.08,ad_group_38
1968,10/13/15,176582,9316,77,1.21,769.8,ad_group_38
1969,10/14/15,173963,9889,58,1.29,456.21,ad_group_38
1970,10/15/15,173840,12924,83,1.64,683.35,ad_group_38
1971,10/16/15,186948,13391,84,1.6,1152.17,ad_group_38
1972,10/17/15,180587,12213,68,1.51,825.32,ad_group_38
1973,10/18/15,187300,10536,79,1.24,598.09,ad_group_38
1974,10/19/15,176444,12696,94,1.59,1398.6,ad_group_38
1975,10/20/15,173935,11164,80,1.45,749.2,ad_group_38
1976,10/21/15,174891,11029,83,1.41,908.33,ad_group_38
1977,10/22/15,177070,12363,90,1.53,56.83,ad_group_38
1978,10/23/15,176550,10737,69,1.38,1611.78,ad_group_38
1979,10/24/15,169106,9926,65,1.34,731.34,ad_group_38
1980,10/25/15,182002,11140,89,1.38,1388.3,ad_group_38
1981,10/26/15,183735,12699,75,1.51,1465.16,ad_group_38
1982,10/27/15,174992,11193,74,1.41,1249.92,ad_group_38
1983,10/28/15,165846,10404,75,1.41,1007.8,ad_group_38
1984,10/29/15,162887,9649,84,1.33,911.82,ad_group_38
1985,10/30/15,166964,9688,83,1.3,1054.03,ad_group_38
1986,10/31/15,165280,10629,88,1.43,959.64,ad_group_38
1987,11/1/15,179522,11545,81,1.43,914.7,ad_group_38
1988,11/2/15,174103,10464,77,1.36,1267.2,ad_group_38
1989,11/3/15,173219,11902,77,1.52,696.96,ad_group_38
1990,11/4/15,172441,10272,78,1.31,887.12,ad_group_38
1991,11/5/15,161785,10672,70,1.45,973.8,ad_group_38
1992,11/6/15,180309,9197,91,1.15,1437.83,ad_group_38
1993,11/7/15,180707,11906,75,1.45,1072.38,ad_group_38
1994,11/8/15,176303,11428,69,1.46,1458.43,ad_group_38
1995,11/9/15,174273,9844,89,1.26,1186.32,ad_group_38
1996,11/10/15,174256,9107,85,1.17,1069.38,ad_group_38
1997,11/11/15,180971,10458,73,1.29,1468.65,ad_group_38
1998,11/12/15,181922,10138,75,1.26,597.6,ad_group_38
1999,11/13/15,184036,10895,83,1.32,1367.19,ad_group_38
2000,11/14/15,173271,11062,65,1.4,1729.61,ad_group_38
2001,11/15/15,170972,12453,79,1.62,867.5,ad_group_38
2002,11/16/15,173170,9754,80,1.28,1318.55,ad_group_38
2003,11/17/15,181101,12726,92,1.53,1736.56,ad_group_38
2004,11/18/15,177337,11281,65,1.4,1304.37,ad_group_38
2005,11/19/15,176147,11071,88,1.4,1091.88,ad_group_38
2006,11/20/15,174599,11219,86,1.45,1473.27,ad_group_38
2007,11/21/15,181753,11129,74,1.37,710.37,ad_group_38
2008,11/22/15,173351,10383,80,1.34,1107.61,ad_group_38
2009,10/1/15,21868,896,1,1.79,20.22,ad_group_39
2010,10/2/15,23487,957,1,1.69,16.66,ad_group_39
2011,10/3/15,21925,754,1,1.38,10.45,ad_group_39
2012,10/4/15,21892,986,1,1.66,22.32,ad_group_39
2013,10/5/15,23877,812,1,1.56,12.02,ad_group_39
2014,10/6/15,23248,889,1,1.38,8.27,ad_group_39
2015,10/7/15,23251,859,1,1.42,16.65,ad_group_39
2016,10/8/15,23655,1054,1,1.69,20.57,ad_group_39
2017,10/9/15,25398,1037,2,1.67,34.93,ad_group_39
2018,10/10/15,24007,882,1,1.53,16.81,ad_group_39
2019,10/11/15,24845,1165,1,1.85,14.56,ad_group_39
2020,10/12/15,26121,754,2,1.25,28.07,ad_group_39
2021,10/13/15,26085,1127,2,1.75,27.64,ad_group_39
2022,10/14/15,27764,1369,2,1.74,35.85,ad_group_39
2023,10/15/15,26028,1067,2,1.58,39.99,ad_group_39
2024,10/16/15,26508,856,1,1.38,17.25,ad_group_39
2025,10/17/15,25588,1025,1,1.56,17.07,ad_group_39
2026,10/18/15,24643,992,2,1.53,27.21,ad_group_39
2027,10/19/15,25936,1021,1,1.56,12.26,ad_group_39
2028,10/20/15,25618,959,2,1.48,26.46,ad_group_39
2029,10/21/15,26859,960,2,1.5,14.94,ad_group_39
2030,10/22/15,25983,1138,1,1.72,14.73,ad_group_39
2031,10/23/15,26134,1007,1,1.59,8.44,ad_group_39
2032,10/24/15,25174,794,1,1.39,21.35,ad_group_39
2033,10/25/15,24000,909,1,1.58,16.8,ad_group_39
2034,10/26/15,25987,786,2,1.51,35.45,ad_group_39
2035,10/27/15,24797,846,1,1.51,13.22,ad_group_39
2036,10/28/15,26153,1110,2,1.72,38.15,ad_group_39
2037,10/29/15,25116,984,2,1.59,33.79,ad_group_39
2038,10/30/15,25753,1201,1,1.76,26.03,ad_group_39
2039,10/31/15,24357,901,1,1.54,5.65,ad_group_39
2040,11/1/15,24070,978,1,1.56,19.69,ad_group_39
2041,11/2/15,25605,1114,1,1.67,22.37,ad_group_39
2042,11/3/15,27313,1156,2,1.54,29.86,ad_group_39
2043,11/4/15,26187,1028,1,1.52,21.04,ad_group_39
2044,11/5/15,25296,1242,1,1.76,13.66,ad_group_39
2045,11/6/15,25683,892,1,1.48,21.48,ad_group_39
2046,11/7/15,25857,891,1,1.54,13.65,ad_group_39
2047,11/8/15,26848,1090,1,1.72,8.6,ad_group_39
2048,11/9/15,25235,1017,1,1.77,23.7,ad_group_39
2049,11/10/15,25879,926,1,1.51,10.51,ad_group_39
2050,11/11/15,26485,1084,1,1.64,19.78,ad_group_39
2051,11/12/15,25473,1069,1,1.7,22.95,ad_group_39
2052,11/13/15,25475,1087,1,1.73,15.11,ad_group_39
2053,11/14/15,24097,961,1,1.67,8.57,ad_group_39
2054,11/15/15,26676,1076,1,1.61,24.03,ad_group_39
2055,11/16/15,26552,1289,2,1.83,28.66,ad_group_39
2056,11/17/15,26804,1104,1,1.62,11.72,ad_group_39
2057,11/18/15,26630,935,2,1.46,3.36,ad_group_39
2058,11/19/15,25364,1011,1,1.61,14.92,ad_group_39
2059,11/20/15,25388,842,1,1.53,14.7,ad_group_39
2060,11/21/15,25534,1035,1,1.5,20.52,ad_group_39
2061,11/22/15,24202,1122,1,1.67,12.85,ad_group_39
2062,10/1/15,67611,1094,34,0.94,677.19,ad_group_40
2063,10/2/15,71018,1060,30,0.91,350.42,ad_group_40
2064,10/3/15,75323,1171,33,1.04,599.11,ad_group_40
2065,10/4/15,74099,1077,30,0.96,435.3,ad_group_40
2066,10/5/15,74188,1164,34,0.99,472.39,ad_group_40
2067,10/6/15,72287,1245,33,0.87,902.0,ad_group_40
2068,10/7/15,74536,1218,35,0.97,662.84,ad_group_40
2069,10/8/15,75332,1116,35,0.91,588.48,ad_group_40
2070,10/9/15,74610,1484,32,1.01,508.2,ad_group_40
2071,10/10/15,76254,1205,33,0.97,738.16,ad_group_40
2072,10/11/15,78582,1232,36,0.92,396.01,ad_group_40
2073,10/12/15,81249,1438,33,1.18,408.06,ad_group_40
2074,10/13/15,80239,977,35,0.89,369.76,ad_group_40
2075,10/14/15,75823,1370,40,0.94,656.61,ad_group_40
2076,10/15/15,76738,1182,36,0.95,854.4,ad_group_40
2077,10/16/15,81843,1249,41,0.96,420.28,ad_group_40
2078,10/17/15,76464,1272,37,1.0,356.17,ad_group_40
2079,10/18/15,78954,1212,39,0.93,844.58,ad_group_40
2080,10/19/15,79883,1343,34,0.89,230.16,ad_group_40
2081,10/20/15,81383,1392,34,0.92,327.86,ad_group_40
2082,10/21/15,78776,1303,32,1.04,453.94,ad_group_40
2083,10/22/15,77436,1201,34,0.97,581.39,ad_group_40
2084,10/23/15,79366,1122,34,1.0,454.2,ad_group_40
2085,10/24/15,74743,1311,38,1.04,346.91,ad_group_40
2086,10/25/15,71129,1317,30,1.16,556.21,ad_group_40
2087,10/26/15,77591,1265,37,0.96,859.38,ad_group_40
2088,10/27/15,78166,1107,37,0.93,373.1,ad_group_40
2089,10/28/15,80270,1151,41,0.96,-92.06,ad_group_40
2090,10/29/15,75934,852,31,0.88,471.8,ad_group_40
2091,10/30/15,81931,1401,37,0.89,435.49,ad_group_40
2092,10/31/15,77791,1283,36,1.05,624.08,ad_group_40
2093,11/1/15,75657,1117,35,0.99,456.86,ad_group_40
2094,11/2/15,79224,1155,35,0.96,582.28,ad_group_40
2095,11/3/15,81000,1276,30,1.03,483.05,ad_group_40
2096,11/4/15,75922,1523,33,1.07,625.9,ad_group_40
2097,11/5/15,78165,1499,28,0.95,433.99,ad_group_40
2098,11/6/15,78742,1423,37,1.05,578.95,ad_group_40
2099,11/7/15,78026,1608,38,1.23,543.94,ad_group_40
2100,11/8/15,74639,1446,35,1.08,654.11,ad_group_40
2101,11/9/15,78442,1483,35,1.11,279.14,ad_group_40
2102,11/10/15,81670,1423,35,0.95,560.69,ad_group_40
2103,11/11/15,82808,1380,37,0.98,310.7,ad_group_40
2104,11/12/15,79615,1250,38,0.98,653.12,ad_group_40
2105,11/13/15,81387,1551,34,1.13,550.35,ad_group_40
2106,11/14/15,80037,1330,34,1.06,641.91,ad_group_40
2107,11/15/15,77695,1418,32,1.07,632.65,ad_group_40
2108,11/16/15,76121,1216,37,0.94,322.06,ad_group_40
2109,11/17/15,79471,1271,36,0.95,695.57,ad_group_40
2110,11/18/15,78111,1326,37,1.01,553.36,ad_group_40
2111,11/19/15,79857,1413,34,1.0,840.72,ad_group_40
2112,11/20/15,75695,1332,35,1.09,468.95,ad_group_40
2113,11/21/15,73761,1336,36,1.11,437.03,ad_group_40
2114,11/22/15,77907,1391,34,0.99,409.3,ad_group_40
